rep,region,site,date,microsite_number,density,shrub_ID,shrub_number,total_shrub,microsite_lat,microsite_long,shrub_lat,shrub_long,x,y,z,temp ,RH,camera1_lat,camera1_long,camera2_lat,camera2_long,pendant1_lat,pendant1_long,pendant2_lat,pendant2_long
400,Mojave,Tecopa,05/26/2022,3,high,116,2,11,35.8528,-116.18421,35.85291,-116.1843,128,117,115,38.7,10.17,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
401,Mojave,Tecopa,05/26/2022,3,high,117,3,11,35.8528,-116.18421,35.85288,-116.18421,128,106,122,38.28,12.18,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
402,Mojave,Tecopa,05/26/2022,3,high,118,4,11,35.8528,-116.18421,35.85278,-116.18414,70,55,101,38.51,10.96,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
403,Mojave,Tecopa,05/26/2022,3,high,119,5,11,35.8528,-116.18421,35.85274,-116.18415,96,62,79,38.16,10.36,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
404,Mojave,Tecopa,05/26/2022,3,high,120,6,11,35.8528,-116.18421,35.85268,-116.18417,164,97,94,38.84,10.04,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
405,Mojave,Tecopa,05/26/2022,3,high,121,7,11,35.8528,-116.18421,35.85269,-116.18409,101,88,69,38.89,9.94,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
406,Mojave,Tecopa,05/26/2022,3,high,122,8,11,35.8528,-116.18421,35.85266,-116.18423,125,88,104,38.21,10.33,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
407,Mojave,Tecopa,05/26/2022,3,high,123,9,11,35.8528,-116.18421,35.85268,-116.18422,89,80,78,38.01,10.69,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
408,Mojave,Tecopa,05/26/2022,3,high,124,10,11,35.8528,-116.18421,35.8528,-116.18428,63,33,58,37.83,11.07,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85268,-116.18417
409,Mojave,Tecopa,05/26/2022,3,high,125,11,11,35.8528,-116.18421,35.85287,-116.18432,95,87,111,38.39,10.47,35.85263,-116.18413,35.85297,-116.18432,35.85294,-116.18427,35.85273,-116.18323
410,Mojave,Tecopa,05/26/2022,4,high,115,1,10,35.85267,-116.18457,35.85282,-116.18468,108,86,96,39.15,9.87,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
411,Mojave,Tecopa,05/26/2022,4,high,116,2,10,35.85267,-116.18457,35.85278,-116.18451,69,63,66,38.67,10.06,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
412,Mojave,Tecopa,05/26/2022,4,high,117,3,10,35.85267,-116.18457,35.85276,-116.18447,133,80,53,39.18,9.86,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
413,Mojave,Tecopa,05/26/2022,4,high,118,4,10,35.85267,-116.18457,35.85263,-116.18444,153,73,78,39.16,9.89,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
414,Mojave,Tecopa,05/26/2022,4,high,119,5,10,35.85267,-116.18457,35.85263,-116.18448,137,72,68,39.12,9.77,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
415,Mojave,Tecopa,05/26/2022,4,high,120,6,10,35.85267,-116.18457,35.85258,-116.1845,85,64,55,38.35,10.14,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
416,Mojave,Tecopa,05/26/2022,4,high,121,7,10,35.85267,-116.18457,35.85253,-116.18451,60,60,58,38.57,10.06,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
417,Mojave,Tecopa,05/26/2022,4,high,122,8,10,35.85267,-116.18457,35.85265,-116.18465,103,102,73,38.74,10.03,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
418,Mojave,Tecopa,05/26/2022,4,high,123,9,10,35.85267,-116.18457,35.85263,-116.18472,115,80,77,38.33,10.05,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
419,Mojave,Tecopa,05/26/2022,4,high,124,10,10,35.85267,-116.18457,35.85285,-116.18472,128,105,99,38.87,9.98,35.85253,-116.18447,35.85283,-116.18468,35.85282,-116.18468,35.85265,-116.18465
420,Mojave,Tecopa,05/26/2022,1,open,,,,35.85489,-116.17944,,,,,,41.94,7.82,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924
421,Mojave,Tecopa,05/26/2022,1,open,,,,35.85489,-116.17944,,,,,,39.19,9.16,35.85498,-116.17963,35.8548,-116.17924,35.85498,-116.17963,35.8548,-116.17924
422,Mojave,Tecopa,05/26/2022,2,open,,,,35.8544,-116.17934,,,,,,38.94,8.78,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955
423,Mojave,Tecopa,05/26/2022,2,open,,,,35.8544,-116.17934,,,,,,39.48,8.05,35.85442,-116.17972,35.85442,-116.17955,35.85442,-116.17972,35.85442,-116.17955
424,Mojave,Tecopa,05/26/2022,3,open,,,,35.85479,-116.17885,,,,,,39.25,8.52,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866
425,Mojave,Tecopa,05/26/2022,3,open,,,,35.85479,-116.17885,,,,,,38.86,8.8,35.85483,-116.17908,35.85474,-116.17866,35.85483,-116.17908,35.85474,-116.17866
426,Mojave,Tecopa,05/26/2022,4,open,,,,35.85521,-116.17858,,,,,,39.2,10.82,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787
427,Mojave,Tecopa,05/26/2022,4,open,,,,35.85521,-116.17858,,,,,,38.31,10.04,35.85511,-116.17831,35.85527,-116.1787,35.85511,-116.17831,35.85527,-116.1787
428,Cuyama,Cuyama_1,05/28/2022,1,high,1,1,14,34.84879,-119.48412,34.84867,-119.48421,310,306,133,25.36,30.53,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
429,Cuyama,Cuyama_1,05/28/2022,1,high,2,2,14,34.84879,-119.48412,34.84874,-119.48428,329,275,136,25.52,31.19,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
430,Cuyama,Cuyama_1,05/28/2022,1,high,3,3,14,34.84879,-119.48412,34.84882,-119.48426,258,208,122,25.67,30.46,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
431,Cuyama,Cuyama_1,05/28/2022,1,high,4,4,14,34.84879,-119.48412,34.84892,-119.48418,301,174,90,24.86,30.77,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
432,Cuyama,Cuyama_1,05/28/2022,1,high,5,5,14,34.84879,-119.48412,34.84894,-119.4841,236,190,117,24.39,32.06,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
433,Cuyama,Cuyama_1,05/28/2022,1,high,6,6,14,34.84879,-119.48412,34.84896,-119.48405,479,296,188,24.79,32.2,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
434,Cuyama,Cuyama_1,05/28/2022,1,high,7,7,14,34.84879,-119.48412,34.84892,-119.48399,543,358,193,25.31,30.55,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
435,Cuyama,Cuyama_1,05/28/2022,1,high,8,8,14,34.84879,-119.48412,34.84889,-119.48411,314,220,180,25.2,30.61,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
436,Cuyama,Cuyama_1,05/28/2022,1,high,9,9,14,34.84879,-119.48412,34.84882,-119.48412,287,276,132,25.38,30.14,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
437,Cuyama,Cuyama_1,05/28/2022,1,high,10,10,14,34.84879,-119.48412,34.84882,-119.48399,470,387,165,25.42,30.79,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
438,Cuyama,Cuyama_1,05/28/2022,1,high,11,11,14,34.84879,-119.48412,34.84875,-119.48398,352,280,216,25.77,29.96,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
439,Cuyama,Cuyama_1,05/28/2022,1,high,12,12,14,34.84879,-119.48412,34.84874,-119.48393,332,317,162,25.37,30.14,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
440,Cuyama,Cuyama_1,05/28/2022,1,high,13,13,14,34.84879,-119.48412,34.84865,-119.48393,490,418,124,25.21,31.01,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
441,Cuyama,Cuyama_1,05/28/2022,1,high,14,14,14,34.84879,-119.48412,34.84877,-119.48405,224,183,108,25.67,30.26,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
442,Cuyama,Cuyama_1,05/28/2022,2,high,15,1,13,34.84917,-119.48436,34.84901,-119.48436,457,422,127,25.01,30.13,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
443,Cuyama,Cuyama_1,05/28/2022,2,high,16,2,13,34.84917,-119.48436,34.84911,-119.48445,404,358,148,24.53,31.5,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
444,Cuyama,Cuyama_1,05/28/2022,2,high,17,3,13,34.84917,-119.48436,34.84915,-119.48448,269,254,144,24.95,30.88,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
445,Cuyama,Cuyama_1,05/28/2022,2,high,18,4,13,34.84917,-119.48436,34.84922,-119.48441,320,287,132,25.65,29.63,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
446,Cuyama,Cuyama_1,05/28/2022,2,high,19,5,13,34.84917,-119.48436,34.84922,-119.48439,367,296,130,25.7,29.68,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
447,Cuyama,Cuyama_1,05/28/2022,2,high,20,6,13,34.84917,-119.48436,34.84929,-119.48425,410,365,144,26.52,28.54,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
448,Cuyama,Cuyama_1,05/28/2022,2,high,21,7,13,34.84917,-119.48436,34.84934,-119.4842,480,322,153,26.59,28.19,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
449,Cuyama,Cuyama_1,05/28/2022,2,high,22,8,13,34.84917,-119.48436,34.84928,-119.48416,266,233,117,25.43,28.86,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
450,Cuyama,Cuyama_1,05/28/2022,2,high,23,9,13,34.84917,-119.48436,34.84921,-119.48411,511,450,158,26.01,28.34,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
451,Cuyama,Cuyama_1,05/28/2022,2,high,24,10,13,34.84917,-119.48436,34.84917,-119.48407,356,340,130,24.89,28.32,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
452,Cuyama,Cuyama_1,05/28/2022,2,high,25,11,13,34.84917,-119.48436,34.84916,-119.4842,329,318,130,25.15,28.51,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
453,Cuyama,Cuyama_1,05/28/2022,2,high,26,12,13,34.84917,-119.48436,34.84911,-119.48419,442,383,148,25.25,28.41,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
454,Cuyama,Cuyama_1,05/28/2022,2,high,27,13,13,34.84917,-119.48436,34.84904,-119.48426,394,359,154,25.72,28.06,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
455,Cuyama,Cuyama_2,05/28/2022,1,high,28,1,11,34.85443,-119.48605,34.85431,-119.48598,339,307,144,25.58,28.93,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
456,Cuyama,Cuyama_2,05/28/2022,1,high,29,2,11,34.85443,-119.48605,34.85429,-119.48615,402,253,143,26.13,26.71,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
457,Cuyama,Cuyama_2,05/28/2022,1,high,30,3,11,34.85443,-119.48605,34.85437,-119.48611,306,273,162,26.15,26.83,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
458,Cuyama,Cuyama_2,05/28/2022,1,high,31,4,11,34.85443,-119.48605,34.85441,-119.48611,304,297,168,25.65,27.57,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
459,Cuyama,Cuyama_2,05/28/2022,1,high,32,5,11,34.85443,-119.48605,34.85447,-119.48622,420,320,158,24.06,30.3,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
460,Cuyama,Cuyama_2,05/28/2022,1,high,33,6,11,34.85443,-119.48605,34.85453,-119.48618,254,238,122,24.59,29.98,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
461,Cuyama,Cuyama_2,05/28/2022,1,high,34,7,11,34.85443,-119.48605,34.85458,-119.48613,357,356,146,24.87,27.97,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
462,Cuyama,Cuyama_2,05/28/2022,1,high,35,8,11,34.85443,-119.48605,34.85465,-119.48612,487,418,155,24.63,28.27,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
463,Cuyama,Cuyama_2,05/28/2022,1,high,36,9,11,34.85443,-119.48605,34.85471,-119.48601,337,325,160,24.73,29.53,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
464,Cuyama,Cuyama_2,05/28/2022,1,high,37,10,11,34.85443,-119.48605,34.8546,-119.48595,357,334,163,24.52,28.66,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
465,Cuyama,Cuyama_2,05/28/2022,1,high,38,11,11,34.85443,-119.48605,34.85452,-119.48598,435,419,171,24.9,28.61,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
466,Cuyama,Cuyama_2,05/28/2022,2,high,39,1,11,34.8537,-119.48597,34.85379,-119.48594,347,335,185,24.47,29.29,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
467,Cuyama,Cuyama_2,05/28/2022,2,high,40,2,11,34.8537,-119.48597,34.85368,-119.48573,376,356,169,24.15,29.91,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
468,Cuyama,Cuyama_2,05/28/2022,2,high,41,3,11,34.8537,-119.48597,34.85348,-119.48561,330,313,174,24.81,29.06,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
469,Cuyama,Cuyama_2,05/28/2022,2,high,42,4,11,34.8537,-119.48597,34.85355,-119.48567,330,295,166,24.73,29.61,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
470,Cuyama,Cuyama_2,05/28/2022,2,high,43,5,11,34.8537,-119.48597,34.8535,-119.48595,156,142,86,24.86,28,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
471,Cuyama,Cuyama_2,05/28/2022,2,high,44,6,11,34.8537,-119.48597,34.85362,-119.48598,235,231,146,24.65,28.9,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
472,Cuyama,Cuyama_2,05/28/2022,2,high,45,7,11,34.8537,-119.48597,34.85356,-119.48605,594,538,213,23.86,31.39,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
473,Cuyama,Cuyama_2,05/28/2022,2,high,46,8,11,34.8537,-119.48597,34.85366,-119.48608,426,381,209,24.2,30.84,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
474,Cuyama,Cuyama_2,05/28/2022,2,high,47,9,11,34.8537,-119.48597,34.85369,-119.48623,317,315,167,24.3,29.75,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
475,Cuyama,Cuyama_2,05/28/2022,2,high,48,10,11,34.8537,-119.48597,34.85381,-119.48626,167,131,97,25.02,29.05,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
476,Cuyama,Cuyama_2,05/28/2022,2,high,49,11,11,34.8537,-119.48597,34.85393,-119.48602,280,264,137,25.15,28.28,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
477,Cuyama,Cuyama_1,05/28/2022,1,open,,,,34.8482,-119.48393,,,,,,24.18,32.58,34.84835,-119.4838,34.84803,-119.48404,34.84835,-119.4838,34.84803,-119.48404
478,Cuyama,Cuyama_1,05/28/2022,1,open,,,,34.8482,-119.48393,,,,,,23.93,32.99,34.84835,-119.4838,34.84803,-119.48404,34.84835,-119.4838,34.84803,-119.48404
479,Cuyama,Cuyama_1,05/28/2022,2,open,,,,34.84853,-119.48433,,,,,,25.29,30.15,34.84837,-119.48441,34.84867,-119.48428,34.84837,-119.48441,34.84867,-119.48428
480,Cuyama,Cuyama_1,05/28/2022,2,open,,,,34.84853,-119.48433,,,,,,23.9,32.96,34.84837,-119.48441,34.84867,-119.48428,34.84837,-119.48441,34.84867,-119.48428
481,Cuyama,Cuyama_2,05/28/2022,1,open,,,,34.85491,-119.48505,,,,,,23.73,32.4,34.85474,-119.48492,34.85503,-119.48515,34.85474,-119.48492,34.85503,-119.48515
482,Cuyama,Cuyama_2,05/28/2022,1,open,,,,34.85491,-119.48505,,,,,,28.35,33.67,34.85474,-119.48492,34.85503,-119.48515,34.85474,-119.48492,34.85503,-119.48515
483,Cuyama,Cuyama_2,05/28/2022,2,open,,,,34.85442,-119.4848,,,,,,24.26,32,34.8542,-119.48468,34.85459,-119.48492,34.8542,-119.48468,34.85459,-119.48492
484,Cuyama,Cuyama_2,05/28/2022,2,open,,,,34.85442,-119.4848,,,,,,25.31,28.14,34.8542,-119.48468,34.85459,-119.48492,34.8542,-119.48468,34.85459,-119.48492
485,Carrizo,Carrizo_4,05/29/2022,1,high,50,1,11,35.11959,-119.62891,35.1196,-119.629,410,312,124,24.39,34.67,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
486,Carrizo,Carrizo_4,05/29/2022,1,high,51,2,11,35.11959,-119.62891,35.11969,-119.62907,290,257,147,22.01,36.47,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
487,Carrizo,Carrizo_4,05/29/2022,1,high,52,3,11,35.11959,-119.62891,35.11969,-119.6289,463,279,141,19.17,43.72,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
488,Carrizo,Carrizo_4,05/29/2022,1,high,53,4,11,35.11959,-119.62891,35.11967,-119.62882,243,235,119,18.08,46.3,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
489,Carrizo,Carrizo_4,05/29/2022,1,high,54,5,11,35.11959,-119.62891,35.11967,-119.62877,291,255,135,18.39,46.55,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
490,Carrizo,Carrizo_4,05/29/2022,1,high,55,6,11,35.11959,-119.62891,35.11965,-119.62871,430,243,115,18.43,47,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
491,Carrizo,Carrizo_4,05/29/2022,1,high,56,7,11,35.11959,-119.62891,35.11956,-119.62884,250,206,127,18.58,46.15,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
492,Carrizo,Carrizo_4,05/29/2022,1,high,57,8,11,35.11959,-119.62891,35.11949,-119.6288,314,245,124,18.66,45.73,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
493,Carrizo,Carrizo_4,05/29/2022,1,high,58,9,11,35.11959,-119.62891,35.11949,-119.6289,212,182,114,18.91,45.93,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
494,Carrizo,Carrizo_4,05/29/2022,1,high,59,10,11,35.11959,-119.62891,35.11945,-119.62898,398,281,120,19.54,44.23,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
495,Carrizo,Carrizo_4,05/29/2022,1,high,60,11,11,35.11959,-119.62891,35.11951,-119.62896,237,182,99,19.51,43.9,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
496,Carrizo,Carrizo_4,05/29/2022,1,open,,,,35.11994,-119.2885,,,,,,20.32,39.97,35.11982,-119.62901,35.12006,-119.62871,35.11982,-119.62901,35.12006,-119.62871
497,Carrizo,Carrizo_4,05/29/2022,1,open,,,,35.11994,-119.2885,,,,,,20.13,43.77,35.11982,-119.62901,35.12006,-119.62871,35.11982,-119.62901,35.12006,-119.62871
498,Carrizo,Carrizo_4,05/29/2022,2,open,,,,35.11888,-119.62764,,,,,,20.81,41.31,35.11875,-119.62788,35.11895,-119.62751,35.11875,-119.62788,35.11895,-119.62751
499,Carrizo,Carrizo_4,05/29/2022,2,open,,,,35.11888,-119.62764,,,,,,22.28,36.98,35.11875,-119.62788,35.11895,-119.62751,35.11875,-119.62788,35.11895,-119.62751
500,Carrizo,Carrizo_4,05/29/2022,2,high,61,1,10,35.11943,-119.6282,35.11931,-119.62838,330,291,140,21.49,38.45,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
501,Carrizo,Carrizo_4,05/29/2022,2,high,62,2,10,35.11943,-119.6282,35.11953,-119.62814,288,223,134,20.39,42.42,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
502,Carrizo,Carrizo_4,05/29/2022,2,high,63,3,10,35.11943,-119.6282,35.11961,-119.62805,372,250,114,20.62,42.42,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
503,Carrizo,Carrizo_4,05/29/2022,2,high,64,4,10,35.11943,-119.6282,35.11949,-119.62812,340,230,157,21.71,39.85,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
504,Carrizo,Carrizo_4,05/29/2022,2,high,65,5,10,35.11943,-119.6282,35.11948,-119.62814,285,220,179,21.68,39.33,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
505,Carrizo,Carrizo_4,05/29/2022,2,high,66,6,10,35.11943,-119.6282,35.11944,-119.62811,437,385,176,22.1,39.1,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
506,Carrizo,Carrizo_4,05/29/2022,2,high,67,7,10,35.11943,-119.6282,35.1194,-119.62821,204,186,90,22.56,37.29,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
507,Carrizo,Carrizo_4,05/29/2022,2,high,68,8,10,35.11943,-119.6282,35.11928,-119.62825,348,305,158,21.07,39.43,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
508,Carrizo,Carrizo_4,05/29/2022,2,high,69,9,10,35.11943,-119.6282,35.1193,-119.62836,347,286,112,20.71,39.94,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
509,Carrizo,Carrizo_4,05/29/2022,2,high,70,10,10,35.11943,-119.6282,35.1193,-119.62838,268,206,118,19.96,41.4,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
510,Carrizo,Carrizo_3,05/29/2022,1,open,,,,35.16239,-119.67393,,,,,,21.72,37.46,35.16221,-119.67395,35.16256,-119.67392,35.16221,-119.67395,35.16256,-119.67392
511,Carrizo,Carrizo_3,05/29/2022,1,open,,,,35.16239,-119.67393,,,,,,18.58,44.91,35.16221,-119.67395,35.16256,-119.67392,35.16221,-119.67395,35.16256,-119.67392
512,Carrizo,Carrizo_3,05/29/2022,2,open,,,,35.1626,-119.67429,,,,,,21.22,38.82,35.16247,-119.67448,35.1627,-119.67415,35.16247,-119.67448,35.1627,-119.67415
513,Carrizo,Carrizo_3,05/29/2022,2,open,,,,35.1626,-119.67429,,,,,,19.3,42.33,35.16247,-119.67448,35.1627,-119.67415,35.16247,-119.67448,35.1627,-119.67415
514,Carrizo,Carrizo_3,05/29/2022,1,high,71,1,11,35.16308,-119.67394,35.16297,-119.67397,295,205,145,20.05,42.59,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
515,Carrizo,Carrizo_3,05/29/2022,1,high,72,2,11,35.16308,-119.67394,35.16303,-119.67406,309,250,138,19.02,44.03,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
516,Carrizo,Carrizo_3,05/29/2022,1,high,73,3,11,35.16308,-119.67394,35.16304,-119.67407,348,220,145,18.72,45.29,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
517,Carrizo,Carrizo_3,05/29/2022,1,high,74,4,11,35.16308,-119.67394,35.16312,-119.67412,400,272,117,19.44,43.54,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
518,Carrizo,Carrizo_3,05/29/2022,1,high,75,5,11,35.16308,-119.67394,35.16315,-119.67398,196,101,98,19.92,43.09,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
519,Carrizo,Carrizo_3,05/29/2022,1,high,76,6,11,35.16308,-119.67394,35.16313,-119.67397,432,213,110,20.37,41.8,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
520,Carrizo,Carrizo_3,05/29/2022,1,high,77,7,11,35.16308,-119.67394,35.16315,-119.67391,331,300,122,19.73,42.73,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
521,Carrizo,Carrizo_3,05/29/2022,1,high,78,8,11,35.16308,-119.67394,35.16313,-119.67377,477,268,115,19.69,43.58,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
522,Carrizo,Carrizo_3,05/29/2022,1,high,79,9,11,35.16308,-119.67394,35.1631,-119.67376,467,204,105,20.79,41.74,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
523,Carrizo,Carrizo_3,05/29/2022,1,high,80,10,11,35.16308,-119.67394,35.16309,-119.67374,315,307,121,20.83,40.28,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
524,Carrizo,Carrizo_3,05/29/2022,2,high,81,11,11,35.16308,-119.67394,35.16299,-119.67388,539,385,131,20.7,40.08,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
525,Carrizo,Carrizo_3,05/29/2022,2,high,82,1,12,35.16275,-119.67462,35.16285,-119.67444,252,250,121,21.42,39.7,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
