rep,region,site,date,microsite_number,density,shrub_ID,shrub_number,total_shrub,microsite_lat,microsite_long,shrub_lat,shrub_long,x,y,z,temp ,RH,camera1_lat,camera1_long,camera2_lat,camera2_long,pendant1_lat,pendant1_long,pendant2_lat,pendant2_long
1,Cuyama,Cuyama_1,05/10/2022,1,high,1,1,14,34.84879,-119.48412,34.84867,-119.48421,310,306,133,14.86,30.78,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
2,Cuyama,Cuyama_1,05/10/2022,1,high,2,2,14,34.84879,-119.48412,34.84874,-119.48428,329,275,136,15.19,30.86,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
3,Cuyama,Cuyama_1,05/10/2022,1,high,3,3,14,34.84879,-119.48412,34.84882,-119.48426,258,208,122,14.62,32.71,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
4,Cuyama,Cuyama_1,05/10/2022,1,high,4,4,14,34.84879,-119.48412,34.84892,-119.48418,301,174,90,13.18,32.63,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
5,Cuyama,Cuyama_1,05/10/2022,1,high,5,5,14,34.84879,-119.48412,34.84894,-119.4841,236,190,117,13.35,32.18,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
6,Cuyama,Cuyama_1,05/10/2022,1,high,6,6,14,34.84879,-119.48412,34.84896,-119.48405,479,296,188,13.5,32.52,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
7,Cuyama,Cuyama_1,05/10/2022,1,high,7,7,14,34.84879,-119.48412,34.84892,-119.48399,543,358,193,16.04,28.19,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
8,Cuyama,Cuyama_1,05/10/2022,1,high,8,8,14,34.84879,-119.48412,34.84889,-119.48411,314,220,180,14.53,30.9,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
9,Cuyama,Cuyama_1,05/10/2022,1,high,9,9,14,34.84879,-119.48412,34.84882,-119.48412,287,276,132,15.89,29.26,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
10,Cuyama,Cuyama_1,05/10/2022,1,high,10,10,14,34.84879,-119.48412,34.84882,-119.48399,470,387,165,15.87,28.48,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
11,Cuyama,Cuyama_1,05/10/2022,1,high,11,11,14,34.84879,-119.48412,34.84875,-119.48398,352,280,216,16.98,27.98,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
12,Cuyama,Cuyama_1,05/10/2022,1,high,12,12,14,34.84879,-119.48412,34.84874,-119.48393,332,317,162,16.14,28.03,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
13,Cuyama,Cuyama_1,05/10/2022,1,high,13,13,14,34.84879,-119.48412,34.84865,-119.48393,490,418,124,13.57,31.28,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
14,Cuyama,Cuyama_1,05/10/2022,1,high,14,14,14,34.84879,-119.48412,34.84877,-119.48405,224,183,108,14.33,29.75,34.84866,-119.48425,34.84889,-119.48391,34.84867,-119.48421,34.84892,-119.48399
15,Cuyama,Cuyama_1,05/10/2022,2,high,15,1,13,34.84917,-119.48436,34.84901,-119.48436,457,422,127,19.09,23.3,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
16,Cuyama,Cuyama_1,05/10/2022,2,high,16,2,13,34.84917,-119.48436,34.84911,-119.48445,404,358,148,19.5,23.3,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
17,Cuyama,Cuyama_1,05/10/2022,2,high,17,3,13,34.84917,-119.48436,34.84915,-119.48448,269,254,144,18.55,24.48,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
18,Cuyama,Cuyama_1,05/10/2022,2,high,18,4,13,34.84917,-119.48436,34.84922,-119.48441,320,287,132,19.22,23.57,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
19,Cuyama,Cuyama_1,05/10/2022,2,high,19,5,13,34.84917,-119.48436,34.84922,-119.48439,367,296,130,19.72,24.18,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
20,Cuyama,Cuyama_1,05/10/2022,2,high,20,6,13,34.84917,-119.48436,34.84929,-119.48425,410,365,144,19.03,24.14,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
21,Cuyama,Cuyama_1,05/10/2022,2,high,21,7,13,34.84917,-119.48436,34.84934,-119.4842,480,322,153,19.68,24.57,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
22,Cuyama,Cuyama_1,05/10/2022,2,high,22,8,13,34.84917,-119.48436,34.84928,-119.48416,266,233,117,19.86,23.45,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
23,Cuyama,Cuyama_1,05/10/2022,2,high,23,9,13,34.84917,-119.48436,34.84921,-119.48411,511,450,158,19.72,23.5,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
24,Cuyama,Cuyama_1,05/10/2022,2,high,24,10,13,34.84917,-119.48436,34.84917,-119.48407,356,340,130,18.13,24.61,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
25,Cuyama,Cuyama_1,05/10/2022,2,high,25,11,13,34.84917,-119.48436,34.84916,-119.4842,329,318,130,17.34,25.36,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
26,Cuyama,Cuyama_1,05/10/2022,2,high,26,12,13,34.84917,-119.48436,34.84911,-119.48419,442,383,148,17.43,24.98,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
27,Cuyama,Cuyama_1,05/10/2022,2,high,27,13,13,34.84917,-119.48436,34.84904,-119.48426,394,359,154,16.04,28.64,34.84935,-119.48439,34.849,-119.48431,34.84901,-119.48436,34.84922,-119.48441
28,Cuyama,Cuyama_2,05/10/2022,1,high,28,1,11,34.85443,-119.48605,34.85431,-119.48598,339,307,144,14.22,31.72,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
29,Cuyama,Cuyama_2,05/10/2022,1,high,29,2,11,34.85443,-119.48605,34.85429,-119.48615,402,253,143,14.53,29.82,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
30,Cuyama,Cuyama_2,05/10/2022,1,high,30,3,11,34.85443,-119.48605,34.85437,-119.48611,306,273,162,16.16,26.97,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
31,Cuyama,Cuyama_2,05/10/2022,1,high,31,4,11,34.85443,-119.48605,34.85441,-119.48611,304,297,168,16.9,26.24,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
32,Cuyama,Cuyama_2,05/10/2022,1,high,32,5,11,34.85443,-119.48605,34.85447,-119.48622,420,320,158,14.64,30.33,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
33,Cuyama,Cuyama_2,05/10/2022,1,high,33,6,11,34.85443,-119.48605,34.85453,-119.48618,254,238,122,15.91,28.9,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
34,Cuyama,Cuyama_2,05/10/2022,1,high,34,7,11,34.85443,-119.48605,34.85458,-119.48613,357,356,146,16.81,26.31,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
35,Cuyama,Cuyama_2,05/10/2022,1,high,35,8,11,34.85443,-119.48605,34.85465,-119.48612,487,418,155,13.91,30.73,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
36,Cuyama,Cuyama_2,05/10/2022,1,high,36,9,11,34.85443,-119.48605,34.85471,-119.48601,337,325,160,15.21,29.11,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
37,Cuyama,Cuyama_2,05/10/2022,1,high,37,10,11,34.85443,-119.48605,34.8546,-119.48595,357,334,163,16.38,27.53,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
38,Cuyama,Cuyama_2,05/10/2022,1,high,38,11,11,34.85443,-119.48605,34.85452,-119.48598,435,419,171,17.54,25.66,34.85433,-119.48588,34.85454,-119.48625,34.85431,-119.48598,34.85453,-119.48618
39,Cuyama,Cuyama_2,05/10/2022,2,high,39,1,11,34.8537,-119.48597,34.85379,-119.48594,347,335,185,17.72,24.63,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
40,Cuyama,Cuyama_2,05/10/2022,2,high,40,2,11,34.8537,-119.48597,34.85368,-119.48573,376,356,169,16.31,27.35,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
41,Cuyama,Cuyama_2,05/10/2022,2,high,41,3,11,34.8537,-119.48597,34.85348,-119.48561,330,313,174,15.52,28.01,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
42,Cuyama,Cuyama_2,05/10/2022,2,high,42,4,11,34.8537,-119.48597,34.85355,-119.48567,330,295,166,17.7,21.71,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
43,Cuyama,Cuyama_2,05/10/2022,2,high,43,5,11,34.8537,-119.48597,34.8535,-119.48595,156,142,86,14.05,30.08,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
44,Cuyama,Cuyama_2,05/10/2022,2,high,44,6,11,34.8537,-119.48597,34.85362,-119.48598,235,231,146,15.23,30.55,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
45,Cuyama,Cuyama_2,05/10/2022,2,high,45,7,11,34.8537,-119.48597,34.85356,-119.48605,594,538,213,15.92,29.15,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
46,Cuyama,Cuyama_2,05/10/2022,2,high,46,8,11,34.8537,-119.48597,34.85366,-119.48608,426,381,209,15.03,29.36,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
47,Cuyama,Cuyama_2,05/10/2022,2,high,47,9,11,34.8537,-119.48597,34.85369,-119.48623,317,315,167,15.75,29.12,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
48,Cuyama,Cuyama_2,05/10/2022,2,high,48,10,11,34.8537,-119.48597,34.85381,-119.48626,167,131,97,14.38,31.44,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
49,Cuyama,Cuyama_2,05/10/2022,2,high,49,11,11,34.8537,-119.48597,34.85393,-119.48602,280,264,137,13.45,32.29,34.85354,-119.48603,34.85388,-119.48593,34.85379,-119.48594,34.85356,-119.48605
50,Cuyama,Cuyama_1,05/10/2022,1,open,,,,34.8482,-119.48393,,,,,,19.4,22.74,34.84835,-119.4838,34.84803,-119.48404,34.84835,-119.4838,34.84803,-119.48404
51,Cuyama,Cuyama_1,05/10/2022,1,open,,,,34.8482,-119.48393,,,,,,20.26,22.74,34.84835,-119.4838,34.84803,-119.48404,34.84835,-119.4838,34.84803,-119.48404
52,Cuyama,Cuyama_1,05/10/2022,2,open,,,,34.84853,-119.48433,,,,,,19.19,22.6,34.84837,-119.48441,34.84867,-119.48428,34.84837,-119.48441,34.84867,-119.48428
53,Cuyama,Cuyama_1,05/10/2022,2,open,,,,34.84853,-119.48433,,,,,,19.34,24.33,34.84837,-119.48441,34.84867,-119.48428,34.84837,-119.48441,34.84867,-119.48428
54,Cuyama,Cuyama_2,05/10/2022,1,open,,,,34.85491,-119.48505,,,,,,15.59,28.23,34.85474,-119.48492,34.85503,-119.48515,34.85474,-119.48492,34.85503,-119.48515
55,Cuyama,Cuyama_2,05/10/2022,1,open,,,,34.85491,-119.48505,,,,,,15.48,28.43,34.85474,-119.48492,34.85503,-119.48515,34.85474,-119.48492,34.85503,-119.48515
56,Cuyama,Cuyama_2,05/10/2022,2,open,,,,34.85442,-119.4848,,,,,,16.69,27.73,34.8542,-119.48468,34.85459,-119.48492,34.8542,-119.48468,34.85459,-119.48492
57,Cuyama,Cuyama_2,05/10/2022,2,open,,,,34.85442,-119.4848,,,,,,16.49,28.01,34.8542,-119.48468,34.85459,-119.48492,34.8542,-119.48468,34.85459,-119.48492
58,Carrizo,Carrizo_4,05/11/2022,1,high,50,1,11,35.11959,-119.62891,35.1196,-119.629,410,312,124,14.72,29.2,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
59,Carrizo,Carrizo_4,05/11/2022,1,high,51,2,11,35.11959,-119.62891,35.11969,-119.62907,290,257,147,13.6,31.73,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
60,Carrizo,Carrizo_4,05/11/2022,1,high,52,3,11,35.11959,-119.62891,35.11969,-119.6289,463,279,141,14.15,32.28,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
61,Carrizo,Carrizo_4,05/11/2022,1,high,53,4,11,35.11959,-119.62891,35.11967,-119.62882,243,235,119,14.21,30.39,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
62,Carrizo,Carrizo_4,05/11/2022,1,high,54,5,11,35.11959,-119.62891,35.11967,-119.62877,291,255,135,14.75,30.11,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
63,Carrizo,Carrizo_4,05/11/2022,1,high,55,6,11,35.11959,-119.62891,35.11965,-119.62871,430,243,115,16.21,28.49,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
64,Carrizo,Carrizo_4,05/11/2022,1,high,56,7,11,35.11959,-119.62891,35.11956,-119.62884,250,206,127,14.94,28.84,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
65,Carrizo,Carrizo_4,05/11/2022,1,high,57,8,11,35.11959,-119.62891,35.11949,-119.6288,314,245,124,13.98,29.19,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
66,Carrizo,Carrizo_4,05/11/2022,1,high,58,9,11,35.11959,-119.62891,35.11949,-119.6289,212,182,114,15.09,27.71,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
67,Carrizo,Carrizo_4,05/11/2022,1,high,59,10,11,35.11959,-119.62891,35.11945,-119.62898,398,281,120,14.49,30.06,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
68,Carrizo,Carrizo_4,05/11/2022,1,high,60,11,11,35.11959,-119.62891,35.11951,-119.62896,237,182,99,14.27,29.18,35.11959,-119.62918,35.1196,-119.62872,35.1196,-119.629,35.11949,-119.6288
69,Carrizo,Carrizo_4,05/11/2022,1,open,,,,35.11994,-119.2885,,,,,,12.74,33,35.11982,-119.62901,35.12006,-119.62871,35.11982,-119.62901,35.12006,-119.62871
70,Carrizo,Carrizo_4,05/11/2022,1,open,,,,35.11994,-119.2885,,,,,,15.7,28.6,35.11982,-119.62901,35.12006,-119.62871,35.11982,-119.62901,35.12006,-119.62871
71,Carrizo,Carrizo_4,05/11/2022,2,open,,,,35.11888,-119.62764,,,,,,16.21,22.54,35.11875,-119.62788,35.11895,-119.62751,35.11875,-119.62788,35.11895,-119.62751
72,Carrizo,Carrizo_4,05/11/2022,2,open,,,,35.11888,-119.62764,,,,,,16.7,24.68,35.11875,-119.62788,35.11895,-119.62751,35.11875,-119.62788,35.11895,-119.62751
73,Carrizo,Carrizo_4,05/11/2022,2,high,61,1,10,35.11943,-119.6282,35.11931,-119.62838,330,291,140,16.74,23.1,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
74,Carrizo,Carrizo_4,05/11/2022,2,high,62,2,10,35.11943,-119.6282,35.11953,-119.62814,288,223,134,13.62,27.36,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
75,Carrizo,Carrizo_4,05/11/2022,2,high,63,3,10,35.11943,-119.6282,35.11961,-119.62805,372,250,114,15.56,28.37,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
76,Carrizo,Carrizo_4,05/11/2022,2,high,64,4,10,35.11943,-119.6282,35.11949,-119.62812,340,230,157,13.97,30.1,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
77,Carrizo,Carrizo_4,05/11/2022,2,high,65,5,10,35.11943,-119.6282,35.11948,-119.62814,285,220,179,15.26,27.06,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
78,Carrizo,Carrizo_4,05/11/2022,2,high,66,6,10,35.11943,-119.6282,35.11944,-119.62811,437,385,176,15.27,25.05,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
79,Carrizo,Carrizo_4,05/11/2022,2,high,67,7,10,35.11943,-119.6282,35.1194,-119.62821,204,186,90,16.2,23.16,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
80,Carrizo,Carrizo_4,05/11/2022,2,high,68,8,10,35.11943,-119.6282,35.11928,-119.62825,348,305,158,16.49,25.21,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
81,Carrizo,Carrizo_4,05/11/2022,2,high,69,9,10,35.11943,-119.6282,35.1193,-119.62836,347,286,112,14.71,26.88,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
82,Carrizo,Carrizo_4,05/11/2022,2,high,70,10,10,35.11943,-119.6282,35.1193,-119.62838,268,206,118,14.75,23.57,35.11931,-119.62838,35.11959,-119.62802,35.11931,-119.62838,35.11944,-119.62811
83,Carrizo,Carrizo_3,05/11/2022,1,open,,,,35.16239,-119.67393,,,,,,16.76,24.02,35.16221,-119.67395,35.16256,-119.67392,35.16221,-119.67395,35.16256,-119.67392
84,Carrizo,Carrizo_3,05/11/2022,1,open,,,,35.16239,-119.67393,,,,,,18.4,22.27,35.16221,-119.67395,35.16256,-119.67392,35.16221,-119.67395,35.16256,-119.67392
85,Carrizo,Carrizo_3,05/11/2022,2,open,,,,35.1626,-119.67429,,,,,,14.16,25.44,35.16247,-119.67448,35.1627,-119.67415,35.16247,-119.67448,35.1627,-119.67415
86,Carrizo,Carrizo_3,05/11/2022,2,open,,,,35.1626,-119.67429,,,,,,15.38,28.72,35.16247,-119.67448,35.1627,-119.67415,35.16247,-119.67448,35.1627,-119.67415
87,Carrizo,Carrizo_3,05/11/2022,1,high,71,1,11,35.16308,-119.67394,35.16297,-119.67397,295,205,145,16.49,22.87,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
88,Carrizo,Carrizo_3,05/11/2022,1,high,72,2,11,35.16308,-119.67394,35.16303,-119.67406,309,250,138,17.3,22.01,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
89,Carrizo,Carrizo_3,05/11/2022,1,high,73,3,11,35.16308,-119.67394,35.16304,-119.67407,348,220,145,17.46,21.69,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
90,Carrizo,Carrizo_3,05/11/2022,1,high,74,4,11,35.16308,-119.67394,35.16312,-119.67412,400,272,117,17.72,21.05,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
91,Carrizo,Carrizo_3,05/11/2022,1,high,75,5,11,35.16308,-119.67394,35.16315,-119.67398,196,101,98,17.25,22.76,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
92,Carrizo,Carrizo_3,05/11/2022,1,high,76,6,11,35.16308,-119.67394,35.16313,-119.67397,432,213,110,16.74,23.26,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
93,Carrizo,Carrizo_3,05/11/2022,1,high,77,7,11,35.16308,-119.67394,35.16315,-119.67391,331,300,122,14.74,25.66,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
94,Carrizo,Carrizo_3,05/11/2022,1,high,78,8,11,35.16308,-119.67394,35.16313,-119.67377,477,268,115,15.6,25.74,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
95,Carrizo,Carrizo_3,05/11/2022,1,high,79,9,11,35.16308,-119.67394,35.1631,-119.67376,467,204,105,17.24,23.38,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
96,Carrizo,Carrizo_3,05/11/2022,1,high,80,10,11,35.16308,-119.67394,35.16309,-119.67374,315,307,121,18.03,22.68,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
97,Carrizo,Carrizo_3,05/11/2022,2,high,81,11,11,35.16308,-119.67394,35.16299,-119.67388,539,385,131,15.82,24.03,35.16291,-119.67396,35.16327,-119.67393,35.16297,-119.67397,35.16315,-119.67391
98,Carrizo,Carrizo_3,05/11/2022,2,high,82,1,12,35.16275,-119.67462,35.16285,-119.67444,252,250,121,16.45,24.63,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
99,Carrizo,Carrizo_3,05/11/2022,2,high,83,2,12,35.16275,-119.67462,35.16288,-119.67448,305,201,123,15.49,26.28,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
100,Carrizo,Carrizo_3,05/11/2022,2,high,84,3,12,35.16275,-119.67462,35.16291,-119.67451,156,155,114,17.36,24.6,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
101,Carrizo,Carrizo_3,05/11/2022,2,high,85,4,12,35.16275,-119.67462,35.16292,-119.67452,233,227,150,17.74,23.46,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
102,Carrizo,Carrizo_3,05/11/2022,2,high,86,5,12,35.16275,-119.67462,35.16293,-119.67468,336,238,135,17.73,23.59,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
103,Carrizo,Carrizo_3,05/11/2022,2,high,87,6,12,35.16275,-119.67462,35.1629,-119.67468,341,252,131,18.91,22.18,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
104,Carrizo,Carrizo_3,05/11/2022,2,high,88,7,12,35.16275,-119.67462,35.16283,-119.67464,433,274,119,17.55,21.64,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
105,Carrizo,Carrizo_3,05/11/2022,2,high,89,8,12,35.16275,-119.67462,35.16283,-119.67462,237,166,104,16.89,23.06,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
106,Carrizo,Carrizo_3,05/11/2022,2,high,90,9,12,35.16275,-119.67462,35.16278,-119.67467,297,220,116,17.06,24.74,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
107,Carrizo,Carrizo_3,05/11/2022,2,high,91,10,12,35.16275,-119.67462,35.16271,-119.6747,259,235,110,16.4,25.43,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
108,Carrizo,Carrizo_3,05/11/2022,2,high,92,11,12,35.16275,-119.67462,35.16269,-119.67458,290,256,114,15.32,26.42,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
109,Carrizo,Carrizo_3,05/11/2022,2,high,93,12,12,35.16275,-119.67462,35.16273,-119.67458,380,244,109,15.31,26.7,35.16279,-119.67441,35.16273,-119.67482,35.16285,-119.67444,35.16283,-119.67464
110,Mojave,Tecopa,05/14/2022,1,high,94,1,10,35.85266,-116.18361,35.85288,-116.18394,68,63,110,35.69,6.46,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
111,Mojave,Tecopa,05/14/2022,1,high,95,2,10,35.85266,-116.18361,35.85284,-116.18388,200,163,198,34.77,6.41,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
112,Mojave,Tecopa,05/14/2022,1,high,96,3,10,35.85266,-116.18361,35.85284,-116.18385,250,232,237,35.39,6.18,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
113,Mojave,Tecopa,05/14/2022,1,high,97,4,10,35.85266,-116.18361,35.85281,-116.18369,84,80,72,36.48,6.06,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
114,Mojave,Tecopa,05/14/2022,1,high,98,5,10,35.85266,-116.18361,35.8528,-116.18368,65,61,90,36.95,5.89,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
115,Mojave,Tecopa,05/14/2022,1,high,99,6,10,35.85266,-116.18361,35.85278,-116.18374,77,65,69,35.6,6.1,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
116,Mojave,Tecopa,05/14/2022,1,high,100,7,10,35.85266,-116.18361,35.85269,-116.18375,82,73,79,36.39,6.45,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
117,Mojave,Tecopa,05/14/2022,1,high,101,8,10,35.85266,-116.18361,35.85268,-116.18375,103,99,85,36.39,6.27,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
118,Mojave,Tecopa,05/14/2022,1,high,102,9,10,35.85266,-116.18361,35.85274,-116.18382,79,59,64,36.04,6.14,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
119,Mojave,Tecopa,05/14/2022,1,high,103,10,10,35.85266,-116.18361,35.85277,-116.18387,95,90,70,35.27,6.7,35.85266,-116.18361,35.85286,-116.184,35.85288,-116.18394,35.85277,-116.18387
120,Mojave,Tecopa,05/14/2022,2,high,104,1,11,35.85282,-116.18338,35.8529,-116.18345,332,205,190,37.66,6.51,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
121,Mojave,Tecopa,05/14/2022,2,high,105,2,11,35.85266,-116.18361,35.85289,-116.18333,134,126,167,37.99,5.62,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
122,Mojave,Tecopa,05/14/2022,2,high,106,3,11,35.85266,-116.18361,35.85285,-116.18329,134,127,146,37.29,5.74,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
123,Mojave,Tecopa,05/14/2022,2,high,107,4,11,35.85266,-116.18361,35.85288,-116.1833,98,90,127,38.66,5.39,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
124,Mojave,Tecopa,05/14/2022,2,high,108,5,11,35.85266,-116.18361,35.85283,-116.18314,194,175,112,38.58,5.66,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
125,Mojave,Tecopa,05/14/2022,2,high,109,6,11,35.85266,-116.18361,35.85272,-116.1832,148,140,114,37.77,5.84,35.85289,-116.18351,35.85275,-116.18314,35.8529,-116.18345,35.85273,-116.18323
